kP,kI,kD
1e-05,1e-05,0.0001
Target,Altitude,Time,P,I,D,Thrott,Thrott_G
1000,1182.16,112.48,-186.439,-10476,-1.659,0.138461,0.245251
1000,1176.77,112.58,-181.083,-10184.1,-1.60992,0.141409,0.245222
1000,1171.34,112.68,-175.688,-9889.49,-1.56056,0.144385,0.245193
1000,1165.88,112.78,-170.255,-9592.15,-1.51096,0.147387,0.245163
1000,1160.38,112.88,-164.784,-9292.16,-1.46111,0.150415,0.245131
1000,1154.85,112.98,-159.277,-8989.59,-1.41103,0.153469,0.245098
1000,1149.28,113.08,-153.735,-8684.5,-1.36073,0.156546,0.245065
1000,1143.68,113.18,-148.16,-8376.97,-1.31022,0.159648,0.24503
1000,1138.04,113.28,-142.553,-8067.06,-1.25952,0.162772,0.244994
1000,1132.38,113.38,-136.914,-7754.82,-1.20864,0.165919,0.244957
1000,1126.69,113.48,-131.246,-7440.36,-1.15758,0.169087,0.244919
1000,1120.97,113.58,-125.55,-7123.71,-1.10636,0.172276,0.244879
1000,1115.23,113.68,-119.827,-6804.96,-1.055,0.175485,0.244839
1000,1109.46,113.78,-114.078,-6484.18,-1.0035,0.178714,0.244797
1000,1102.51,113.88,-108.305,-6161.45,-0.951878,0.181961,0.244754
1000,1097.86,113.98,-102.508,-5836.83,-0.900145,0.185227,0.24471
1000,1092.02,114.08,-96.6905,-5510.39,-0.848311,0.188509,0.244664
1000,1086.17,114.18,-90.8524,-5182.22,-0.796392,0.191807,0.244618
1000,1080.3,114.28,-84.9953,-4852.38,-0.744397,0.195122,0.24457
1000,1074.41,114.38,-79.1204,-4520.94,-0.692338,0.198451,0.244521
1000,1068.51,114.48,-73.2294,-4187.99,-0.640229,0.201794,0.24447
1000,1062.59,114.58,-67.3236,-3853.6,-0.588081,0.20515,0.244418
1000,1056.66,114.68,-61.4041,-3517.84,-0.535906,0.208519,0.244365
1000,1050.72,114.78,-55.4726,-3180.8,-0.483717,0.211899,0.24431
1000,1044.77,114.88,-49.5303,-2842.55,-0.431524,0.21529,0.244254
1000,1038.81,114.98,-43.5786,-2503.16,-0.379341,0.218692,0.244197
1000,1032.85,115.08,-37.6191,-2162.72,-0.32718,0.222102,0.244138
1000,1026.88,115.18,-31.653,-1821.31,-0.275052,0.225521,0.244078
1000,1020.9,115.28,-25.6815,-1479,-0.222968,0.228947,0.244016
1000,1014.92,115.38,-19.7062,-1135.87,-0.170942,0.23238,0.243953
1000,1008.95,115.48,-13.7287,-792.009,-0.118987,0.23582,0.243889
1000,1002.97,115.58,-7.7502,-447.497,-0.0671129,0.239264,0.243823
1000,996.991,115.68,-1.77201,-102.404,-0.0153315,0.242712,0.243756
1000,991.017,115.78,4.20426,243.174,0.0363439,0.246164,0.243687
1000,985.048,115.88,10.1773,589.162,0.0879017,0.249619,0.243616
1000,979.084,115.98,16.1456,935.478,0.139331,0.253075,0.243545
1000,973.128,116.08,22.1079,1282.04,0.190619,0.256532,0.243471
1000,967.18,116.18,28.0626,1628.76,0.241753,0.259989,0.243396
1000,961.242,116.28,34.0085,1975.55,0.292723,0.263445,0.24332
1000,955.316,116.38,39.9441,2322.35,0.343516,0.266899,0.243242
1000,949.402,116.48,45.8679,2669.05,0.394122,0.270351,0.243162
1000,943.503,116.58,51.7786,3015.59,0.444528,0.2738,0.243081
1000,937.62,116.68,57.6748,3361.87,0.494723,0.277244,0.242999
1000,931.753,116.78,63.5551,3707.81,0.544696,0.280683,0.242915
1000,925.905,116.88,69.4182,4053.33,0.594435,0.284116,0.242829
1000,920.076,116.98,75.2625,4398.34,0.64393,0.287542,0.242742
1000,914.269,117.08,81.0867,4742.76,0.693167,0.29096,0.242653
1000,908.485,117.18,86.8894,5086.5,0.742137,0.29437,0.242562
1000,902.724,117.28,92.6693,5429.49,0.790828,0.297771,0.24247
1000,896.989,117.38,98.4249,5771.64,0.83923,0.301161,0.242376
1000,891.281,117.48,104.155,6112.85,0.88733,0.30454,0.242281
1000,885.6,117.58,109.858,6453.04,0.935118,0.307906,0.242184
1000,879.95,117.68,115.532,6792.13,0.982583,0.31126,0.242085
1000,874.33,117.78,121.177,7130.04,1.02971,0.3146,0.241985
1000,868.742,117.88,126.79,7466.68,1.0765,0.317926,0.241883
1000,863.188,117.98,132.371,7801.95,1.12293,0.321235,0.24178
1000,857.669,118.08,137.918,8135.79,1.169,0.324529,0.241675
1000,852.187,118.18,143.43,8468.11,1.21469,0.327805,0.241568
1000,846.742,118.28,148.905,8798.82,1.25999,0.331063,0.24146
1000,841.335,118.38,154.343,9127.84,1.30489,0.334302,0.241349
1000,835.969,118.48,159.741,9455.08,1.34939,0.337521,0.241238
1000,830.645,118.58,165.099,9780.45,1.39347,0.340719,0.241124
1000,824.312,118.68,170.415,10103.9,1.43713,0.343896,0.241009
1000,820.126,118.78,175.688,10425.3,1.48035,0.347051,0.240893
1000,814.934,118.88,180.916,10744.6,1.52312,0.350182,0.240774
1000,809.789,118.98,186.098,11061.7,1.56543,0.353289,0.240655
1000,804.693,119.08,191.234,11376.5,1.60728,0.356371,0.240533
1000,798.641,119.18,196.321,11689,1.64865,0.359427,0.24041
1000,794.648,119.28,201.359,11999,1.68953,0.362457,0.240285
1000,789.703,119.38,206.345,12306.4,1.72993,0.365459,0.240158
1000,784.81,119.48,211.28,12611.3,1.76981,0.368433,0.24003
1000,779.011,119.58,216.162,12913.5,1.80919,0.371378,0.2399
1000,775.19,119.68,220.989,13212.9,1.84804,0.374293,0.239769
1000,770.464,119.78,225.76,13509.5,1.88636,0.377177,0.239636
1000,765.796,119.88,230.474,13803.1,1.92415,0.380029,0.239501
1000,761.187,119.98,235.13,14093.7,1.96138,0.382849,0.239365
1000,756.639,120.08,239.727,14381.2,1.99806,0.385636,0.239227
1000,752.152,120.18,244.263,14665.6,2.03417,0.388389,0.239087
1000,747.728,120.28,248.738,14946.7,2.06971,0.391107,0.238946
1000,743.367,120.38,253.149,15224.4,2.10467,0.39379,0.238804
1000,739.072,120.48,257.497,15498.7,2.13903,0.396436,0.238659
1000,734.842,120.58,261.779,15769.6,2.1728,0.399045,0.238513
1000,730.68,120.68,265.996,16036.9,2.20597,0.401615,0.238366
1000,726.585,120.78,270.145,16300.5,2.23852,0.404148,0.238217
1000,722.561,120.88,274.225,16560.5,2.27045,0.40664,0.238066
1000,718.606,120.98,278.236,16816.6,2.30175,0.409093,0.237914
1000,714.723,121.08,282.176,17068.9,2.33242,0.411504,0.237761
1000,710.912,121.18,286.045,17317.2,2.36245,0.413874,0.237605
1000,707.175,121.28,289.841,17561.5,2.39182,0.416201,0.237449
1000,703.513,121.38,293.563,17801.7,2.42054,0.418485,0.237291
1000,699.925,121.48,297.211,18037.7,2.4486,0.420725,0.237131
1000,696.415,121.58,300.783,18269.5,2.47599,0.422921,0.23697
1000,692.982,121.68,304.278,18497.1,2.5027,0.425071,0.236807
1000,689.627,121.78,308.37,18761.2,2.53427,0.427592,0.236643
1000,686.352,121.88,311.034,18938.9,2.55407,0.429232,0.236478
1000,683.157,121.98,314.293,19153,2.57871,0.431242,0.236311
1000,680.044,122.08,317.472,19362.6,2.60266,0.433203,0.236142
1000,677.012,122.18,320.569,19567.6,2.6259,0.435116,0.235972
1000,674.064,122.28,323.584,19767.8,2.64842,0.436979,0.235801
1000,671.199,122.38,327.092,19998.4,2.67494,0.439151,0.235629
1000,668.42,122.48,329.363,20153.7,2.69132,0.440555,0.235455
1000,665.725,122.58,332.126,20339.4,2.71168,0.442266,0.23528
1000,663.118,122.68,334.803,20520.1,2.7313,0.443925,0.235103
1000,660.597,122.78,337.394,20695.7,2.75019,0.445531,0.234925
1000,658.164,122.88,339.897,20866.3,2.76834,0.447084,0.234746
1000,655.821,122.98,342.311,21031.6,2.78574,0.448583,0.234566
1000,653.566,123.08,344.637,21191.8,2.80239,0.450028,0.234384
1000,651.402,123.18,346.874,21346.6,2.81828,0.451418,0.234201
1000,649.329,123.28,349.02,21496.1,2.83341,0.452752,0.234017
1000,646.962,123.38,351.075,21640.2,2.84778,0.45403,0.233832
1000,645.091,123.48,353.038,21778.9,2.86139,0.455251,0.233645
1000,643.662,123.58,354.909,21912.1,2.87422,0.456415,0.233458
1000,641.959,123.68,356.686,22039.6,2.88628,0.457521,0.233269
1000,640.351,123.78,358.37,22161.6,2.89756,0.458569,0.233079
1000,638.837,123.88,359.959,22277.9,2.90806,0.459558,0.232888
1000,637.419,123.98,361.454,22388.5,2.91778,0.460487,0.232696
1000,636.097,124.08,362.853,22493.3,2.92671,0.461357,0.232503
1000,634.871,124.18,364.156,22592.2,2.93485,0.462167,0.232309
1000,633.742,124.28,365.362,22685.4,2.9422,0.462916,0.232114
1000,632.711,124.38,366.472,22772.5,2.94876,0.463603,0.231918
1000,631.778,124.48,367.483,22853.8,2.95452,0.46423,0.231721
1000,630.944,124.58,368.396,22929,2.95948,0.464794,0.231524
1000,630.208,124.68,369.211,22998.2,2.96365,0.465295,0.231325
1000,629.572,124.78,369.927,23061.2,2.96701,0.465734,0.231125
1000,629.036,124.88,370.543,23118.2,2.96957,0.466109,0.230925
1000,628.6,124.98,371.06,23169,2.97133,0.466421,0.230724
1000,628.264,125.08,371.476,23213.5,2.97228,0.466669,0.230522
1000,628.029,125.18,371.791,23251.8,2.97243,0.466852,0.230319
1000,627.896,125.28,372.006,23283.8,2.97176,0.466971,0.230115
1000,627.864,125.38,372.119,23309.5,2.9703,0.467024,0.229911
1000,627.933,125.48,372.131,23328.9,2.96802,0.467013,0.229706
1000,628.105,125.58,372.04,23341.8,2.96494,0.466936,0.2295
1000,628.379,125.68,371.848,23348.4,2.96105,0.466792,0.229294
1000,628.755,125.78,371.554,23348.4,2.95635,0.466583,0.229087
1000,629.234,125.88,371.157,23342.1,2.95084,0.466307,0.22888
1000,629.816,125.98,370.658,23329.2,2.94453,0.465965,0.228672
1000,630.5,126.08,369.923,23301.4,2.93636,0.465471,0.228464
1000,631.287,126.18,369.351,23283.9,2.92949,0.46508,0.228255
1000,632.177,126.28,368.543,23251.4,2.92077,0.464538,0.228046
1000,633.169,126.38,367.633,23212.4,2.91125,0.463928,0.227837
1000,634.263,126.48,366.621,23166.8,2.90094,0.463251,0.227627
1000,635.461,126.58,365.505,23114.6,2.88983,0.462506,0.227417
1000,636.76,126.68,364.288,23055.8,2.87792,0.461695,0.227206
1000,638.162,126.78,362.968,22990.4,2.86523,0.460816,0.226996
1000,639.665,126.88,361.546,22918.4,2.85176,0.459869,0.226785
1000,641.27,126.98,360.022,22839.8,2.8375,0.458856,0.226574
1000,642.976,127.08,358.397,22754.6,2.82247,0.457775,0.226363
1000,644.784,127.18,356.67,22662.8,2.80666,0.456627,0.226152
1000,646.692,127.28,354.843,22564.4,2.79008,0.455412,0.22594
1000,648.7,127.38,352.915,22459.5,2.77274,0.45413,0.225729
1000,650.809,127.48,350.886,22347.9,2.75464,0.452781,0.225518
1000,653.016,127.58,348.758,22229.8,2.73578,0.451366,0.225306
1000,655.323,127.68,346.53,22105.2,2.71618,0.449884,0.225095
1000,657.728,127.78,344.204,21974,2.69583,0.448335,0.224884
1000,660.231,127.88,341.779,21836.3,2.67475,0.446721,0.224673
1000,662.832,127.98,339.256,21692,2.65293,0.44504,0.224462
1000,665.529,128.08,336.636,21541.4,2.63038,0.443294,0.224251
1000,668.322,128.18,333.92,21384.2,2.60712,0.441483,0.224041
1000,671.211,128.28,331.108,21220.7,2.58315,0.439607,0.223831
1000,674.194,128.38,328.2,21050.7,2.55847,0.437666,0.223621
1000,677.272,128.48,325.198,20874.4,2.53309,0.435661,0.223411
1000,680.442,128.58,322.102,20691.8,2.50702,0.433592,0.223202
1000,683.705,128.68,318.913,20502.9,2.48027,0.43146,0.222993
1000,687.059,128.78,315.632,20307.7,2.45284,0.429264,0.222785
1000,690.504,128.88,312.259,20106.4,2.42475,0.427006,0.222577
1000,694.039,128.98,308.796,19898.8,2.396,0.424686,0.22237
1000,697.662,129.08,305.244,19685.2,2.3666,0.422304,0.222163
1000,702.126,129.18,301.603,19465.4,2.33656,0.419861,0.221957
1000,705.171,129.28,297.874,19239.7,2.30588,0.417358,0.221752
1000,709.055,129.38,293.285,18958,2.26861,0.414286,0.221547
1000,713.024,129.48,290.158,18770.3,2.24268,0.412172,0.221343
1000,717.076,129.58,286.173,18526.8,2.21017,0.40949,0.221139
1000,721.21,129.68,282.104,18277.5,2.17707,0.406751,0.220937
1000,725.426,129.78,277.954,18022.5,2.14338,0.403954,0.220735
1000,729.721,129.88,273.722,17761.8,2.10912,0.4011,0.220534
1000,734.096,129.98,269.41,17495.5,2.0743,0.39819,0.220334
1000,738.549,130.08,265.019,17223.6,2.03893,0.395225,0.220134
1000,743.077,130.18,260.552,16946.3,2.00301,0.392205,0.219936
1000,747.681,130.28,255.09,16603.8,1.95952,0.388523,0.219739
1000,752.359,130.38,251.389,16375.5,1.9296,0.386004,0.219542
1000,757.109,130.48,246.697,16082.1,1.89213,0.382825,0.219347
1000,761.93,130.58,241.932,15783.7,1.85417,0.379594,0.219153
1000,766.821,130.68,237.097,15480.1,1.81572,0.376313,0.21896
1000,771.78,130.78,231.203,15106.8,1.76923,0.372325,0.218768
1000,776.806,130.88,227.22,14857.9,1.73742,0.369602,0.218577
1000,781.897,130.98,222.181,14539.5,1.69759,0.366174,0.218387
1000,787.051,131.08,217.077,14216.4,1.65733,0.362699,0.218199
1000,792.268,131.18,211.91,13888.6,1.61665,0.359178,0.218011
1000,797.545,131.28,206.681,13556.2,1.57556,0.355612,0.217825
1000,802.882,131.38,201.392,13219.4,1.53406,0.352002,0.217641
1000,809.362,131.48,196.044,12878.1,1.49219,0.348348,0.217457
1000,813.726,131.58,190.638,12532.5,1.44994,0.344652,0.217275
1000,819.231,131.68,185.177,12182.8,1.40733,0.340915,0.217095
1000,824.788,131.78,179.662,11828.9,1.36438,0.337138,0.216915
1000,830.396,131.88,174.094,11471.1,1.3211,0.333321,0.216738
1000,836.054,131.98,168.476,11109.3,1.2775,0.329467,0.216561
1000,841.759,132.08,162.809,10743.8,1.23359,0.325576,0.216387
1000,847.51,132.18,157.095,10374.5,1.18939,0.321649,0.216214
1000,853.305,132.28,151.335,10001.7,1.14491,0.317687,0.216042
1000,859.142,132.38,145.531,9625.43,1.10017,0.313691,0.215872
1000,865.02,132.48,139.685,9245.78,1.05519,0.309663,0.215703
1000,870.937,132.58,133.799,8862.88,1.00996,0.305604,0.215536
1000,876.891,132.68,127.875,8476.84,0.964513,0.301515,0.215371
1000,882.88,132.78,121.914,8087.78,0.918858,0.297397,0.215208
1000,888.902,132.88,115.918,7695.81,0.87301,0.29325,0.215046
1000,894.956,132.98,109.889,7301.05,0.826982,0.289078,0.214886
1000,901.04,133.08,103.829,6903.62,0.78079,0.28488,0.214727
1000,907.151,133.18,97.7404,6503.65,0.734448,0.280658,0.214571
1000,913.288,133.28,91.6238,6101.23,0.68797,0.276413,0.214416
1000,919.449,133.38,85.4819,5696.51,0.641371,0.272147,0.214263
1000,925.632,133.48,79.3162,5289.6,0.594664,0.26786,0.214112
1000,931.835,133.58,73.1289,4880.63,0.547864,0.263555,0.213963
1000,938.057,133.68,66.9219,4469.71,0.500987,0.259232,0.213815
1000,944.295,133.78,60.6969,4056.98,0.454046,0.254892,0.213669
1000,950.547,133.88,54.456,3642.56,0.407056,0.250537,0.213526
1000,956.811,133.98,48.2012,3226.59,0.360033,0.246168,0.213384
1000,963.086,134.08,41.9344,2809.18,0.31299,0.241787,0.213244
1000,969.37,134.18,35.6575,2390.48,0.265942,0.237394,0.213106
1000,975.66,134.28,29.3724,1970.59,0.218903,0.232992,0.21297
1000,981.955,134.38,23.0811,1549.67,0.171888,0.228581,0.212836
1000,988.253,134.48,16.7856,1127.82,0.124911,0.224163,0.212704
1000,994.551,134.58,10.4878,705.2,0.0779878,0.219739,0.212574
1000,1000.85,134.68,4.18977,281.93,0.0311322,0.21531,0.212446
1000,1007.14,134.78,-2.10658,-141.857,-0.0156414,0.210879,0.21232
1000,1013.43,134.88,-8.39934,-566.031,-0.0623189,0.206446,0.212196
1000,1019.71,134.98,-14.6865,-990.455,-0.108885,0.202012,0.212074
1000,1025.98,135.08,-20.966,-1415,-0.155327,0.197579,0.211954
1000,1033.49,135.18,-27.236,-1839.52,-0.201629,0.193149,0.211837
1000,1038.49,135.28,-33.4944,-2263.89,-0.247777,0.188722,0.211721
1000,1044.72,135.38,-39.7394,-2687.97,-0.293756,0.184301,0.211607
1000,1050.94,135.48,-45.9688,-3111.63,-0.339554,0.179885,0.211495
1000,1057.14,135.58,-53.4209,-3618.73,-0.394309,0.174625,0.211386
1000,1063.31,135.68,-58.3734,-3957.13,-0.430546,0.17108,0.211278
1000,1069.46,135.78,-64.5446,-4378.71,-0.475712,0.166693,0.211173
1000,1075.59,135.88,-70.6923,-4799.3,-0.520639,0.162318,0.21107
1000,1081.69,135.98,-76.8147,-5218.79,-0.565313,0.157956,0.210969
1000,1087.77,136.08,-82.9099,-5637.04,-0.609721,0.153609,0.21087
1000,1093.81,136.18,-88.976,-6053.93,-0.653851,0.149278,0.210773
1000,1099.82,136.28,-95.0111,-6469.31,-0.697688,0.144965,0.210678
1000,1105.79,136.38,-101.013,-6883.05,-0.741219,0.14067,0.210585
1000,1111.73,136.48,-106.981,-7295.02,-0.784431,0.136396,0.210494
1000,1117.63,136.58,-112.911,-7705.08,-0.827311,0.132143,0.210406
1000,1124.66,136.68,-118.803,-8113.09,-0.869845,0.127913,0.210319
1000,1129.31,136.78,-124.655,-8518.94,-0.912022,0.123708,0.210235
1000,1135.08,136.88,-130.465,-8922.48,-0.953829,0.119528,0.210153
1000,1140.81,136.98,-136.23,-9323.57,-0.995251,0.115375,0.210073
1000,1146.49,137.08,-141.949,-9722.09,-1.03628,0.11125,0.209994
1000,1152.12,137.18,-147.62,-10117.9,-1.07689,0.107155,0.209918
1000,1157.7,137.28,-153.242,-10510.9,-1.11709,0.103092,0.209844
1000,1163.23,137.38,-158.812,-10900.8,-1.15685,0.0990601,0.209772
1000,1168.7,137.48,-164.329,-11287.7,-1.19616,0.0950622,0.209703
1000,1174.12,137.58,-169.791,-11671.4,-1.23502,0.0910992,0.209635
1000,1179.48,137.68,-175.196,-12051.7,-1.27341,0.0871724,0.209569
1000,1184.78,137.78,-180.542,-12428.5,-1.31132,0.0832832,0.209505
1000,1190.01,137.88,-185.829,-12801.8,-1.34874,0.0794327,0.209443
1000,1195.19,137.98,-191.054,-13171.2,-1.38565,0.0756222,0.209384
1000,1200.3,138.08,-196.215,-13536.9,-1.42205,0.071853,0.209326
1000,1205.34,138.18,-201.311,-13898.5,-1.45793,0.0681264,0.20927
1000,1210.31,138.28,-206.34,-14256,-1.49327,0.0644435,0.209217
1000,1215.22,138.38,-211.301,-14609.3,-1.52806,0.0608056,0.209165
1000,1220.05,138.48,-216.192,-14958.3,-1.5623,0.0572137,0.209115
1000,1224.81,138.58,-221.011,-15302.8,-1.59598,0.0536694,0.209067
1000,1229.5,138.68,-225.756,-15642.7,-1.62907,0.0501738,0.209021
1000,1234.11,138.78,-230.428,-15977.8,-1.66158,0.046728,0.208977
1000,1238.64,138.88,-235.023,-16308.2,-1.69349,0.0433329,0.208935
1000,1243.1,138.98,-239.54,-16633.6,-1.7248,0.0399899,0.208894
1000,1247.47,139.08,-243.978,-16954,-1.75549,0.0367002,0.208856
1000,1251.76,139.18,-248.335,-17269.2,-1.78556,0.0334648,0.208819
1000,1255.97,139.28,-252.611,-17579.2,-1.81499,0.0302849,0.208784
1000,1260.1,139.38,-256.803,-17883.7,-1.84379,0.0271615,0.208751
1000,1264.13,139.48,-260.91,-18182.8,-1.87193,0.0240958,0.20872
1000,1268.08,139.58,-264.93,-18476.2,-1.89941,0.0210888,0.20869
1000,1271.95,139.68,-268.864,-18764,-1.92623,0.0181416,0.208663
1000,1275.72,139.78,-272.708,-19045.9,-1.95238,0.015255,0.208637
1000,1279.4,139.88,-276.463,-19322,-1.97784,0.0124302,0.208612
1000,1282.99,139.98,-280.125,-19592,-2.00261,0.00966834,0.20859
1000,1286.48,140.08,-283.696,-19855.9,-2.02669,0.00697027,0.208569
1000,1289.89,140.18,-287.856,-20161.5,-2.05494,0.00385053,0.208549
1000,1293.19,140.28,-290.554,-20364.9,-2.07272,0.00176905,0.208531
1000,1296.4,140.38,-293.84,-20609.9,-2.09467,-0.000731807,0.208515
1000,1299.51,140.48,-297.028,-20848.4,-2.11589,-0.00316525,0.208501
1000,1302.52,140.58,-300.118,-21080.3,-2.13637,-0.00553049,0.208487
1000,1305.43,140.68,-303.109,-21305.5,-2.15613,-0.00782773,0.208474
1000,1308.24,140.78,-306.001,-21524.1,-2.17516,-0.0100569,0.208462
1000,1310.96,140.88,-308.794,-21736,-2.19345,-0.0122179,0.20845
1000,1313.57,140.98,-311.489,-21941.3,-2.21102,-0.0143106,0.208438
1000,1316.09,141.08,-314.084,-22139.8,-2.22786,-0.0163348,0.208427
1000,1318.51,141.18,-316.582,-22331.7,-2.24399,-0.0182908,0.208416
1000,1320.83,141.28,-318.98,-22516.8,-2.25939,-0.0201783,0.208406
1000,1323.05,141.38,-321.281,-22695.3,-2.27407,-0.0219973,0.208396
1000,1325.17,141.48,-323.483,-22867,-2.28804,-0.0237477,0.208386
1000,1327.2,141.58,-325.588,-23032.1,-2.3013,-0.0254293,0.208377
1000,1329.13,141.68,-327.594,-23190.4,-2.31384,-0.0270422,0.208369
1000,1330.96,141.78,-329.502,-23341.9,-2.32568,-0.0285862,0.208361
1000,1332.69,141.88,-331.312,-23486.7,-2.33681,-0.0300612,0.208353
1000,1334.32,141.98,-333.025,-23624.8,-2.34723,-0.0314672,0.208346
1000,1335.86,142.08,-334.639,-23756.1,-2.35695,-0.032804,0.208339
1000,1337.3,142.18,-336.156,-23880.6,-2.36597,-0.0340715,0.208332
1000,1338.64,142.28,-337.576,-23998.3,-2.37428,-0.0352696,0.208326
1000,1339.88,142.38,-338.898,-24109.2,-2.38191,-0.0363983,0.208321
1000,1341.03,142.48,-340.122,-24213.3,-2.38883,-0.0374573,0.208315
1000,1342.08,142.58,-341.249,-24310.5,-2.39506,-0.0384468,0.208311
1000,1343.03,142.68,-342.278,-24401,-2.4006,-0.0393664,0.208306
1000,1343.89,142.78,-343.21,-24484.6,-2.40545,-0.040216,0.208302
1000,1344.64,142.88,-344.044,-24561.3,-2.40961,-0.0409958,0.208299
1000,1345.3,142.98,-344.781,-24631.2,-2.41308,-0.0417053,0.208296
1000,1345.86,143.08,-345.421,-24694.2,-2.41587,-0.0423445,0.208293
1000,1346.33,143.18,-345.964,-24750.3,-2.41798,-0.0429134,0.208291
1000,1346.7,143.28,-346.41,-24799.5,-2.4194,-0.0434118,0.208289
1000,1346.97,143.38,-346.758,-24841.8,-2.42014,-0.0438395,0.208288
1000,1347.14,143.48,-347.009,-24877.1,-2.42021,-0.0441966,0.208287
1000,1347.22,143.58,-347.163,-24905.5,-2.41959,-0.0444826,0.208286
1000,1347.2,143.68,-347.22,-24926.9,-2.41831,-0.0446977,0.208286
1000,1347.08,143.78,-347.18,-24941.4,-2.41634,-0.0448414,0.208286
1000,1346.86,143.88,-347.043,-24948.9,-2.41371,-0.044914,0.208287
1000,1346.55,143.98,-346.808,-24949.4,-2.4104,-0.044915,0.208288
1000,1346.14,144.08,-346.476,-24942.8,-2.40642,-0.0448444,0.208289
1000,1345.63,144.18,-346.048,-24929.3,-2.40177,-0.044702,0.208291
1000,1345.03,144.28,-345.522,-24908.7,-2.39646,-0.0444878,0.208294
1000,1344.33,144.38,-344.899,-24881,-2.39048,-0.0442015,0.208296
1000,1343.53,144.48,-344.179,-24846.3,-2.38384,-0.0438431,0.2083
1000,1342.64,144.58,-343.361,-24804.4,-2.37653,-0.0434124,0.208303
1000,1341.65,144.68,-342.447,-24755.5,-2.36857,-0.0429094,0.208307
1000,1340.56,144.78,-341.436,-24699.5,-2.35994,-0.0423338,0.208312
1000,1339.12,144.88,-340.329,-24636.4,-2.35066,-0.0416858,0.208317
1000,1338.09,144.98,-339.124,-24566.1,-2.34072,-0.0409649,0.208322
1000,1336.71,145.08,-337.822,-24488.8,-2.33013,-0.0401713,0.208327
1000,1335.24,145.18,-336.424,-24404.2,-2.31889,-0.0393047,0.208334
1000,1333.66,145.28,-334.929,-24312.5,-2.30699,-0.038365,0.20834
1000,1331.99,145.38,-333.008,-24189.7,-2.29218,-0.0371089,0.208347
1000,1329.86,145.48,-331.649,-24107.6,-2.28126,-0.036266,0.208354
1000,1328.37,145.58,-329.864,-23994.3,-2.26742,-0.0351065,0.208362
1000,1326.41,145.68,-327.983,-23873.9,-2.25294,-0.0338735,0.20837
1000,1324.35,145.78,-326.005,-23746.2,-2.23782,-0.0325671,0.208379
1000,1322.2,145.88,-323.931,-23611.4,-2.22206,-0.031187,0.208388
1000,1319.96,145.98,-321.761,-23469.3,-2.20566,-0.0297332,0.208398
1000,1317.61,146.08,-319.495,-23319.9,-2.18862,-0.0282057,0.208408
1000,1315.17,146.18,-317.133,-23163.4,-2.17095,-0.0266042,0.208418
1000,1312.64,146.28,-314.674,-22999.5,-2.15265,-0.0249287,0.208429
1000,1310.01,146.38,-312.12,-22828.4,-2.13372,-0.0231793,0.20844
1000,1307.28,146.48,-309.47,-22650.1,-2.11415,-0.0213557,0.208451
1000,1304.46,146.58,-306.724,-22464.5,-2.09397,-0.0194581,0.208463
1000,1301.54,146.68,-303.883,-22271.6,-2.07316,-0.0174863,0.208476
1000,1298.53,146.78,-300.947,-22071.4,-2.05172,-0.0154402,0.208489
1000,1295.42,146.88,-297.915,-21864,-2.02967,-0.0133198,0.208502
1000,1292.22,146.98,-294.788,-21649.2,-2.007,-0.011125,0.208516
1000,1288.92,147.08,-291.566,-21427.2,-1.98371,-0.00885582,0.20853
1000,1285.53,147.18,-288.249,-21197.8,-1.95981,-0.00651214,0.208544
1000,1282.04,147.28,-284.837,-20961.1,-1.9353,-0.00409389,0.208559
1000,1278.46,147.38,-281.33,-20717.2,-1.91017,-0.00160109,0.208575
1000,1274.78,147.48,-277.729,-20465.9,-1.88444,0.000966462,0.208591
1000,1271.01,147.58,-274.033,-20207.2,-1.8581,0.00360868,0.208607
1000,1267.14,147.68,-270.243,-19941.3,-1.83116,0.00632547,0.208624
1000,1263.18,147.78,-266.359,-19668,-1.80362,0.00911639,0.20864
1000,1259.13,147.88,-262.382,-19387.4,-1.77549,0.0119808,0.208656
1000,1254.99,147.98,-258.312,-19099.6,-1.74677,0.0149179,0.208672
1000,1250.76,148.08,-254.152,-18804.7,-1.71747,0.0179267,0.208687
1000,1245.56,148.18,-249.901,-18502.7,-1.68761,0.0210065,0.208701
1000,1242.03,148.28,-245.562,-18193.7,-1.65719,0.0241562,0.208714
1000,1237.53,148.38,-241.136,-17877.8,-1.62622,0.0273748,0.208727
1000,1232.96,148.48,-236.625,-17555.2,-1.59472,0.0306612,0.208739
1000,1228.29,148.58,-232.029,-17225.9,-1.5627,0.0340143,0.208749
1000,1223.55,148.68,-227.352,-16890,-1.53016,0.037433,0.208759
1000,1218.73,148.78,-222.594,-16547.6,-1.49713,0.040916,0.208768
1000,1213.83,148.88,-217.757,-16198.9,-1.46362,0.0444624,0.208776
1000,1208.86,148.98,-212.843,-15844,-1.42962,0.0480709,0.208782
1000,1203.81,149.08,-207.853,-15482.9,-1.39517,0.0517403,0.208788
1000,1198.69,149.18,-202.789,-15115.9,-1.36027,0.0554692,0.208792
1000,1193.49,149.28,-197.654,-14743,-1.32493,0.0592562,0.208795
1000,1188.23,149.38,-192.448,-14364.3,-1.28918,0.0631004,0.208797
1000,1182.91,149.48,-187.174,-13980,-1.25301,0.0670001,0.208798
1000,1177.52,149.58,-181.834,-13590.3,-1.21644,0.0709543,0.208797
